瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2014-07-01,20.5,27.1,,2.5,87.9,14.5,24.55,3.8
159,何魂,2014-07-02,20.9,25.8,14,2,86.8,14.5,11.59,9.4
159,何魂,2014-07-03,20.3,25.6,40.5,2.6,93.6,14.5,6.78,10
159,何魂,2014-07-04,21,26.1,.5,1.9,84.1,14.5,10.46,8
159,何魂,2014-07-05,20.3,26,,1.9,78,14.5,13.19,9.1
159,何魂,2014-07-06,19.3,23,5,2.4,92.3,14.5,3.97,9.9
159,何魂,2014-07-07,19.8,23.2,3.5,1.9,97,14.4,3.97,9.3
159,何魂,2014-07-08,21.8,27.9,9,1.3,97.1,14.4,5.82,9.1
159,何魂,2014-07-09,23.7,28.5,2,3.4,89.8,14.4,12.65,9.1
159,何魂,2014-07-10,24.3,31.8,0,2.6,84.8,14.4,14.72,6.9
159,何魂,2014-07-11,24.4,32.4,,3.2,59.8,14.4,22.59,5
159,何魂,2014-07-12,23,26.5,,3.3,79.1,14.4,11.28,8
159,何魂,2014-07-13,20.1,24.3,34.5,2.7,92,14.4,12,8.8
159,何魂,2014-07-14,22.3,28.4,,3.7,81,14.3,23.33,4.4
159,何魂,2014-07-15,22,26.6,8,3.1,91.3,14.3,11.73,9.1
159,何魂,2014-07-16,22,27.6,1.5,3.1,92.5,14.3,14.3,9.4
159,何魂,2014-07-17,21.6,25.3,17.5,3.4,94.6,14.3,8.18,9.9
159,何魂,2014-07-18,21.2,26.5,29,3.6,95.8,14.2,12.36,8.4
159,何魂,2014-07-19,22.5,30.2,4,3.3,85.1,14.2,21.59,7.3
159,何魂,2014-07-20,22.7,29.4,0,2.1,85.3,14.2,20.31,5.6
159,何魂,2014-07-21,22.6,28.2,,3.1,85.3,14.2,25.97,1.4
159,何魂,2014-07-22,23.3,28.7,,5.5,83.3,14.2,21.69,5.1
159,何魂,2014-07-23,24.3,30.3,,5.3,81.3,14.1,22.28,4.5
159,何魂,2014-07-24,25.5,31.4,,5,84.6,14.1,24.41,4.1
159,何魂,2014-07-25,25.5,29.7,,6,92.8,14.1,13.08,8
159,何魂,2014-07-26,24.1,29.8,.3,7.6,79.3,14.1,24.31,3.5
159,何魂,2014-07-27,21.7,28.7,,2.6,71.1,14.1,26.09,5
159,何魂,2014-07-28,20.9,27.2,,2.3,77.4,14,16.83,7.1
159,何魂,2014-07-29,22.8,29.7,,2.4,81.4,14,22.39,6.6
159,何魂,2014-07-30,24.5,32.2,,1.7,79,14,25,2.5
159,何魂,2014-07-31,26.4,32.9,0,2.3,79.1,13.9,26.34,4.5
159,何魂,2014-08-01,26.5,32.2,.4,3.4,76.5,13.9,13.04,9.3
159,何魂,2014-08-02,24.2,28.6,46,4.9,88.3,13.9,5.25,10
159,何魂,2014-08-03,24.2,26.3,68,5.9,94.3,13.9,5.64,9.8
159,何魂,2014-08-04,23.3,24.8,41,7.2,96.4,13.8,3.12,10
159,何魂,2014-08-05,23.3,29,3,4,92.1,13.8,14.74,7
159,何魂,2014-08-06,23.7,29.5,,3.6,87.4,13.8,22.16,4
159,何魂,2014-08-07,23.9,27.3,,2.6,87.4,13.8,8.31,9.3
159,何魂,2014-08-08,21.5,25.2,.5,4.1,85.6,13.7,6.54,10
159,何魂,2014-08-09,22.7,28,1.5,5,81.1,13.7,14.85,7.8
159,何魂,2014-08-10,20.8,27,23.5,2.9,88.5,13.7,7.22,9.8
159,何魂,2014-08-11,21.1,28.2,.5,2.7,85,13.6,20.52,6.4
159,何魂,2014-08-12,22.3,31.3,,2.9,73.1,13.6,24.46,1.5
159,何魂,2014-08-13,23.8,27.1,,1.5,72.6,13.6,8.08,8.5
159,何魂,2014-08-14,20.1,24.4,67,3.3,96.3,13.5,3.77,10
159,何魂,2014-08-15,21.3,25.4,30,2.2,93.9,13.5,6.45,9.3
159,何魂,2014-08-16,22.1,28.4,,2.3,80.8,13.5,15.81,5
159,何魂,2014-08-17,22,27.6,3.5,2.9,77.4,13.4,15.8,8.1
159,何魂,2014-08-18,20.6,24.7,129.5,4.2,98.4,13.4,1.58,10
159,何魂,2014-08-19,22.9,26.8,17,4.2,95.5,13.4,9.85,9.8
159,何魂,2014-08-20,22.9,24.4,70,3.1,99.6,13.3,3.62,10
159,何魂,2014-08-21,23,27,14.5,5.9,89.3,13.3,15.07,7.8
159,何魂,2014-08-22,21.4,28.3,,3.3,80.4,13.3,23.7,.9
159,何魂,2014-08-23,23.3,29.7,,3.4,77,13.2,19.64,6.5
159,何魂,2014-08-24,23.5,27,2.5,2.4,90.4,13.2,6.95,9.8
159,何魂,2014-08-25,22.2,25.8,115,3.2,99.1,13.2,.88,10
159,何魂,2014-08-26,22.1,27.6,2,2.7,90.3,13.1,15.27,8.6
159,何魂,2014-08-27,20.2,24.8,6,3,81,13.1,7.71,10
159,何魂,2014-08-28,20.4,24.3,.3,2.7,79.4,13.1,8.1,9.8
159,何魂,2014-08-29,20.4,26.4,.5,2.9,78,13,10.69,7.8
159,何魂,2014-08-30,19.5,26.6,,2.9,75.8,13,17.07,4.6
159,何魂,2014-08-31,19.4,26.1,,2.7,72.6,13,15.38,6.9
159,何魂,2014-09-01,19.9,27.5,,3,72.5,12.9,22.84,3.9
159,何魂,2014-09-02,20.5,25.5,.2,3,79.6,12.9,9.43,9
159,何魂,2014-09-03,21.7,25.9,61,4.8,97,12.9,3.31,10
159,何魂,2014-09-04,21.2,27.3,1,3.9,84.6,12.8,22.69,3.4
159,何魂,2014-09-05,21.3,30.6,,2.7,77.3,12.8,21.39,2.1
159,何魂,2014-09-06,20.1,24.3,.5,2.1,82.3,12.8,7.97,4.6
159,何魂,2014-09-07,19.3,27.8,,1.9,75.5,12.7,23.01,2
159,何魂,2014-09-08,21.5,27.9,,2.4,77.8,12.7,21.87,1.1
159,何魂,2014-09-09,22,29.7,,2.4,78,12.6,18.59,4.6
159,何魂,2014-09-10,22.6,27.9,,2.8,77.8,12.6,18.83,4.4
159,何魂,2014-09-11,21,27.2,,3.2,71,12.6,21.56,3.8
159,何魂,2014-09-12,20.5,25.3,,2.6,71,12.5,9.58,8
159,何魂,2014-09-13,19.8,26.7,,3.4,67.9,12.5,19.92,2.3
159,何魂,2014-09-14,19.2,26.4,,2.9,71.9,12.5,16.86,4.3
159,何魂,2014-09-15,20,27.5,,1.9,73.5,12.4,13.43,6.4
159,何魂,2014-09-16,21.2,28.4,,2.4,70.4,12.4,18.67,5.1
159,何魂,2014-09-17,19.9,24.3,.5,1.8,80.4,12.4,4.16,10
159,何魂,2014-09-18,19,23.3,1.5,2.9,71.5,12.3,8.72,8.9
159,何魂,2014-09-19,18.9,23,,2.5,64.6,12.3,6.62,7.5
159,何魂,2014-09-20,18.4,26.4,,2.8,60.6,12.2,20.61,1
159,何魂,2014-09-21,18.7,26.7,,2.7,63.9,12.2,20.53,2.3
159,何魂,2014-09-22,19.3,27.2,,3,65.6,12.2,21.19,1.3
159,何魂,2014-09-23,19.5,26.9,4,3,77.6,12.1,9.81,8.4
159,何魂,2014-09-24,18.6,24.1,60,3.6,98.3,12.1,1.31,10
159,何魂,2014-09-25,18.8,26.6,,2.3,76.3,12.1,14.14,5.9
159,何魂,2014-09-26,18.7,25.1,,3,68.6,12,16.32,3.8
159,何魂,2014-09-27,17.2,25.8,,1.9,70,12,18.45,1.9
159,何魂,2014-09-28,19.2,28,,2,72.9,12,17.73,1.5
159,何魂,2014-09-29,20.6,26.3,0,2.4,78.4,11.9,11.08,8.9
159,何魂,2014-09-30,17.9,24.2,0,3.2,78,11.9,6.25,8.4
159,何魂,2014-10-01,17.1,23.1,,2.9,73.8,11.9,10.61,5.4
159,何魂,2014-10-02,17.5,25.7,,2.9,72.8,11.8,14.11,5.4
159,何魂,2014-10-03,17.8,25.3,,2.7,62.8,11.8,19.12,.4
159,何魂,2014-10-04,16.8,23.3,,4.5,61.6,11.7,14.45,4.9
159,何魂,2014-10-05,15.6,23,,4.7,60.1,11.7,14.95,5.8
159,何魂,2014-10-06,15.2,23.7,,3.2,57.6,11.7,14.87,1.8
159,何魂,2014-10-07,14.8,23.4,,2.4,63.1,11.6,14.54,.9
159,何魂,2014-10-08,14.6,23.8,,1.9,65.3,11.6,18.02,.9
159,何魂,2014-10-09,16,25,,2.9,66.8,11.6,17.65,2.9
159,何魂,2014-10-10,15.9,25,,3,69.1,11.5,12.55,3.5
159,何魂,2014-10-11,18.1,23.7,,5,67.1,11.5,14.22,1.5
159,何魂,2014-10-12,17.9,21.8,3.5,4.1,80.4,11.5,4.1,9.1
159,何魂,2014-10-13,15.4,18.2,36.5,5.3,87.1,11.4,2.62,8.6
159,何魂,2014-10-14,12.4,20.8,,3,60.8,11.4,14.51,3.8
159,何魂,2014-10-15,12.1,21.7,,2.3,63.6,11.4,15.54,2.6
159,何魂,2014-10-16,12.6,21.2,,3.4,53.6,11.3,14.55,1.9
159,何魂,2014-10-17,10.9,20.8,,2.3,40,11.3,17.44,.6
159,何魂,2014-10-18,12.8,22.6,,1.6,48.3,11.2,17.12,0
159,何魂,2014-10-19,13.1,23.6,,1.1,62.8,11.2,16.62,4.3
159,何魂,2014-10-20,18.4,21.5,39.5,3.9,92.6,11.2,2.87,10
159,何魂,2014-10-21,15.4,22,30.5,3.2,93.1,11.1,2.65,10
159,何魂,2014-10-22,13.4,15.8,32.5,4.2,85.1,11.1,3.46,9.1
159,何魂,2014-10-23,12.7,20.3,,2.3,65.6,11.1,13.52,3.5
159,何魂,2014-10-24,12.7,22.1,,3,68.6,11,15.77,.4
159,何魂,2014-10-25,13.9,23.9,,2.8,69.5,11,15.75,0
159,何魂,2014-10-26,14.9,24.1,,3.1,64.6,11,16.08,0
159,何魂,2014-10-27,14,21.3,,2.7,67.1,10.9,12.01,1.8
159,何魂,2014-10-28,11.9,21.3,,1.3,64.8,10.9,15.29,.3
159,何魂,2014-10-29,12.6,21.1,,1.1,69.3,10.9,10.97,5.3
159,何魂,2014-10-30,13.1,20.5,,1.6,70.8,10.8,10.89,6
159,何魂,2014-10-31,14.1,16.8,20,2.2,87.9,10.8,1.66,10
159,何魂,2014-11-01,15.7,20.9,4,2,91.1,10.8,6.65,7.9
159,何魂,2014-11-02,10.3,18.4,,4.1,66.6,10.7,8.83,3.9
159,何魂,2014-11-03,7.1,15.1,,2.5,41.8,10.7,15.37,0
159,何魂,2014-11-04,8.5,17.6,,2,56.5,10.7,14.82,.3
159,何魂,2014-11-05,9.9,20.6,,1.7,65.3,10.6,14.27,1.9
159,何魂,2014-11-06,12.3,21.6,,1.7,57.5,10.6,12.11,4.1
159,何魂,2014-11-07,12.3,21,,2.9,69.5,10.6,9.97,4
159,何魂,2014-11-08,13,19,1,2,75.5,10.6,4.63,10
159,何魂,2014-11-09,11.6,20.7,.5,2.4,58.9,10.5,12.63,2.5
159,何魂,2014-11-10,9.9,19.9,,1.7,57.5,10.5,11.94,1.9
159,何魂,2014-11-11,10.2,19.6,,1.8,60,10.5,9.91,3.5
159,何魂,2014-11-12,7.4,16.5,,5.6,51.5,10.4,9.14,3.9
159,何魂,2014-11-13,2.6,10.3,,4,42.6,10.4,13.56,.3
159,何魂,2014-11-14,1.8,12.5,,2.5,50.8,10.4,11.07,.9
159,何魂,2014-11-15,5.2,14.2,,2.3,43.8,10.4,12.75,3.8
159,何魂,2014-11-16,9.1,16.2,,2.4,42.8,10.3,8.35,5.4
159,何魂,2014-11-17,7.9,15.1,,2.7,49.9,10.3,11.02,1.6
159,何魂,2014-11-18,6,14.2,,3.8,40.3,10.3,13.4,0
159,何魂,2014-11-19,5,15.7,,2.2,37.6,10.2,11.94,3.1
159,何魂,2014-11-20,6.7,17.3,,2.2,38.6,10.2,12.46,1.5
159,何魂,2014-11-21,8.7,17.6,,2.2,64.9,10.2,8.93,3.6
159,何魂,2014-11-22,9.6,20.1,,1.4,62.6,10.2,11.55,2
159,何魂,2014-11-23,10.7,18.5,,1.8,65.9,10.1,7.92,6.3
159,何魂,2014-11-24,11,16.8,26,2.6,84.8,10.1,2.23,10
159,何魂,2014-11-25,10.8,15.1,2.5,3.8,77.8,10.1,4.85,8.9
159,何魂,2014-11-26,10.4,17.3,,2.5,65.9,10.1,6.88,4.6
159,何魂,2014-11-27,8.9,18.8,,1.1,67.8,10.1,10.82,1.3
159,何魂,2014-11-28,10.4,16,2,2.4,85.4,10,1.46,6.5
159,何魂,2014-11-29,10.7,19.3,,2.7,70,10,11.39,2
159,何魂,2014-11-30,11.6,15.2,4.5,2.2,87.9,10,2.19,9.1
159,何魂,2014-12-01,.6,12.8,,6.1,51.4,10,8.14,2.9
159,何魂,2014-12-02,-1.7,4.9,,4.4,39.8,10,11.84,0
159,何魂,2014-12-03,-.6,8.1,,5.7,53.6,10,9.16,5.4
159,何魂,2014-12-04,.5,8.1,0,3.3,63.1,9.9,5.76,6.1
159,何魂,2014-12-05,-2.4,3.6,,3.7,52.9,9.9,11.5,1.1
159,何魂,2014-12-06,-2.9,5.2,,3.7,46.6,9.9,11.53,0
159,何魂,2014-12-07,-1.5,5.3,,2.4,45.4,9.9,7.79,4.4
159,何魂,2014-12-08,.8,7.5,1.5,2.8,61,9.9,9.45,3.6
159,何魂,2014-12-09,-1,10.8,,3,46,9.9,11.49,2.3
159,何魂,2014-12-10,6.1,15.2,.1,1.9,69.4,9.9,7.44,6.8
159,何魂,2014-12-11,2.3,11.1,,3.7,50.1,9.8,8.54,7.6
159,何魂,2014-12-12,.1,6.1,,3.7,46.1,9.8,8.72,5.4
159,何魂,2014-12-13,-1.2,4.7,0,3.1,51,9.8,9.68,1.8
159,何魂,2014-12-14,-3.1,5.8,,2.4,43.3,9.8,11.24,0
159,何魂,2014-12-15,.8,10.1,.2,1.9,53.8,9.8,7.5,8
159,何魂,2014-12-16,-2.7,8.5,11.5,5.2,60.6,9.8,8.1,6.5
159,何魂,2014-12-17,-6,1.2,,4.3,43.3,9.8,11.51,.1
159,何魂,2014-12-18,-5.9,5.3,,2.9,28.6,9.8,11.8,0
159,何魂,2014-12-19,-1.7,9,4,1.8,57.1,9.8,8.62,6.6
159,何魂,2014-12-20,.1,10,4,2.3,63.9,9.8,9.14,3.3
159,何魂,2014-12-21,-2.3,4,,2.9,49.3,9.8,9.28,2.8
159,何魂,2014-12-22,-3.9,5.6,,4,53.8,9.8,10.44,1
159,何魂,2014-12-23,.3,9.7,,3.4,45.5,9.8,10.52,3
159,何魂,2014-12-24,3.6,13.3,,3.2,52.8,9.8,10.14,2.9
159,何魂,2014-12-25,-.8,7.2,,2.3,39,9.8,8.49,2
159,何魂,2014-12-26,-2.1,7.9,,3.1,34.4,9.8,10.95,.3
159,何魂,2014-12-27,.8,12,,1.2,52.1,9.8,9.62,1.5
159,何魂,2014-12-28,2.9,8.5,,3.7,46.3,9.8,7.32,5.3
159,何魂,2014-12-29,1.7,10.8,,2.6,57.4,9.8,9.72,1.3
159,何魂,2014-12-30,4.6,13.2,,3.9,48.4,9.8,9.79,0
159,何魂,2014-12-31,.2,9.2,0,4.1,45.3,9.8,7.33,2
